user_id	tag_id
373	47
374	23
375	46
376	16
377	0
378	31
379	42
380	45
381	0
382	34
383	34
384	2
385	32
386	31
387	31
388	37
389	41
390	31
391	6
392	31
393	11
394	11
395	46
396	47
397	11
398	34
399	23
400	37
401	8
402	48
403	23
404	20
405	42
406	34
407	17
408	6
409	37
410	18
411	4
412	42
413	34
414	40
415	0
416	11
417	20
418	34
419	7
420	11
421	20
422	11
423	27
424	49
425	39
426	20
427	0
428	28
429	0
430	35
431	34
432	34
433	34
434	3
435	35
436	31
437	24
438	37
439	20
440	47
441	6
442	31
443	17
444	22
445	31
446	31
447	11
448	45
449	7
450	43
451	42
452	25
453	46
454	34
455	22
456	26
457	34
458	11
459	34
460	1
461	22
462	23
463	31
464	34
465	43
466	0
467	34
468	7
469	31
470	7
471	47
472	34
473	32
474	38
475	1
476	10
477	0
478	42
479	15
480	49
481	6
482	11
483	11
484	0
485	0
486	34
487	34
488	34
489	47
490	34
491	34
492	42
493	3
494	45
495	2
496	11
497	17
498	49
499	23
500	20
501	20
502	34
503	23
504	22
505	0
506	34
507	35
508	25
509	35
510	11
511	34
512	35
513	35
514	17
515	47
516	42
517	49
518	34
519	40
520	31
521	47
522	46
523	27
524	31
525	47
526	34
527	9
528	16
529	22
530	6
531	45
532	24
533	37
534	11
535	38
536	41
537	47
538	3
539	34
540	2
541	20
542	19
543	47
544	34
545	42
546	35
547	0
548	27
549	30
550	8
551	20
552	0
553	34
554	20
555	49
556	47
557	8
558	11
559	3
560	20
561	45
562	35
563	31
564	34
565	35
566	47
567	20
568	20
569	42
570	3
571	11
572	20
573	34
574	10
575	47
576	28
577	0
578	35
579	34
580	20
581	0
582	49
583	23
584	35
585	47
586	17
587	13
588	34
589	15
590	17
591	20
592	0
593	49
594	15
595	11
596	0
597	20
598	34
599	11
600	46
601	35
602	20
603	3
604	42
605	34
606	20
607	0
608	3
609	46
610	2
611	20
612	15
613	34
614	22
615	45
616	34
617	34
618	34
619	15
620	46
621	31
622	28
623	25
624	34
625	47
626	11
627	0
628	37
629	49
630	26
631	20
632	34
633	45
634	17
635	47
636	1
637	22
638	39
639	34
640	49
641	34
642	34
643	47
644	7
645	1
646	3
647	23
648	47
649	20
650	21
651	45
652	11
653	2
654	41
655	17
656	0
657	20
658	37
659	28
660	46
661	45
662	45
663	16
664	11
665	15
666	47
667	20
668	6
669	31
670	16
671	45
672	41
673	22
674	34
675	48
676	17
677	19
678	46
679	20
680	34
681	46
682	20
683	34
684	3
685	20
686	48
687	34
688	45
689	28
690	46
691	30
692	47
693	20
694	2
695	25
696	46
697	28
698	26
699	34
700	0
701	40
702	34
703	11
704	47
705	23
706	45
707	11
708	11
709	30
710	17
711	48
712	38
713	24
714	35
715	24
716	11
717	2
718	34
719	46
720	12
721	23
722	11
723	42
724	41
725	37
726	49
727	15
728	10
729	23
730	18
731	15
732	46
733	11
734	12
735	23
736	17
737	11
738	38
739	20
740	11
741	45
742	7
743	38
744	11
745	2
746	20
747	35
748	16
749	7
750	20
751	18
752	42
753	2
754	16
755	45
756	39
757	0
758	31
759	23
760	20
761	45
762	20
763	22
764	12
765	31
766	22
767	20
768	7
769	39
770	34
771	47
772	20
773	2
774	11
775	35
776	47
777	10
778	34
779	12
780	2
781	11
782	47
783	20
784	45
785	45
786	15
787	22
788	47
789	20
790	12
791	47
792	41
793	34
794	15
795	16
796	31
797	42
798	11
799	22
800	16
801	44
802	47
803	31
804	20
805	31
806	11
807	10
808	37
809	46
810	41
811	0
812	0
813	45
814	34
815	16
816	12
817	32
818	20
819	47
820	11
821	9
822	46
823	43
824	34
825	11
826	34
827	0
828	16
829	7
830	23
831	42
832	34
833	20
834	11
835	11
836	31
837	15
838	27
839	40
840	11
841	0
842	42
843	23
844	23
845	28
846	0
847	15
848	0
849	43
850	45
851	20
852	3
853	32
854	18
855	34
856	7
857	38
858	47
859	11
860	37
861	23
862	47
863	41
864	31
865	34
866	34
867	11
868	19
869	34
870	34
871	35
872	17
873	34
874	0
875	2
876	24
877	20
878	34
879	47
880	12
881	47
882	34
883	46
884	47
885	11
886	23
887	37
888	13
889	2
890	32
891	45
892	0
893	3
894	0
895	20
896	48
897	20
898	9
899	34
900	34
901	11
902	34
903	3
904	46
905	11
906	31
907	20
908	31
909	7
910	21
911	34
912	20
913	7
914	20
915	23
916	20
917	45
918	18
919	45
920	38
921	26
922	34
923	8
924	34
925	35
926	37
927	43
928	12
929	0
930	41
931	34
932	0
933	9
934	48
935	45
936	39
937	34
938	46
939	15
940	11
941	34
942	15
943	0
944	2
945	31
946	11
947	29
948	39
949	20
950	11
951	32
952	28
953	46
954	26
955	46
956	18
957	17
958	37
959	46
960	20
961	23
962	25
963	23
964	41
965	23
966	0
967	23
968	0
969	39
970	10
971	34
972	49
973	47
974	28
975	34
976	28
977	0
978	45
979	35
980	16
981	31
982	45
983	4
984	48
985	11
986	49
987	15
988	31
989	37
990	31
991	11
992	20
993	45
994	34
995	12
996	0
997	15
998	48
999	22
1000	32
1001	23
1002	31
1003	39
1004	46
1005	20
1006	20
1007	31
1008	34
1009	26
1010	20
1011	34
1012	34
1013	20
1014	36
1015	15
1016	28
1017	10
1018	13
1019	47
1020	17
1021	23
1022	31
1023	34
1024	20
1025	34
1026	31
1027	31
1028	41
1029	10
1030	10
1031	15
1032	35
1033	49
1034	23
1035	7
1036	11
1037	41
1038	11
1039	25
1040	7
1041	11
1042	34
1043	46
1044	11
1045	11
1046	47
1047	0
1048	34
1049	32
1050	19
1051	31
1052	38
1053	37
1054	0
1055	20
1056	22
1057	25
1058	8
1059	20
1060	20
1061	43
1062	22
1063	15
1064	0
1065	37
1066	41
1067	6
1068	15
1069	11
1070	35
1071	17
1072	41
1073	49
1074	31
1075	20
1076	40
1077	23
1078	15
1079	20
1080	0
1081	47
1082	11
1083	15
1084	34
1085	12
1086	21
1087	14
1088	47
1089	23
1090	11
1091	20
1092	45
1093	42
1094	34
1095	15
1096	2
1097	31
1098	32
1099	15
1100	25
1101	11
1102	20
1103	0
1104	16
1105	45
1106	0
1107	20
1108	15
1109	0
1110	11
1111	44
1112	26
1113	37
1114	23
1115	46
1116	30
1117	20
1118	25
1119	19
1120	8
1121	47
1122	11
1123	25
1124	48
1125	34
1126	47
1127	43
1128	22
1129	40
1130	17
1131	38
1132	46
1133	16
1134	22
1135	20
1136	33
1137	23
1138	32
1139	43
1140	40
1141	2
1142	7
1143	34
1144	0
1145	35
1146	17
1147	23
1148	47
1149	43
1150	26
1151	45
1152	34
1153	11
1154	46
1155	11
1156	20
1157	34
1158	45
1159	20
1160	7
1161	41
1162	20
1163	8
1164	35
1165	34
1166	0
1167	32
1168	34
1169	43
1170	11
1171	9
1172	42
1173	11
1174	20
1175	22
1176	15
1177	11
1178	38
1179	23
1180	40
1181	40
1182	16
1183	2
1184	0
1185	22
1186	11
1187	45
1188	11
1189	20
1190	7
1191	34
1192	42
1193	23
1194	0
1195	46
1196	34
1197	47
1198	49
1199	11
1200	0
1201	21
1202	44
1203	35
1204	0
1205	35
1206	22
1207	34
1208	22
1209	45
1210	40
1211	0
1212	34
1213	11
1214	22
1215	16
1216	47
1217	17
1218	10
1219	37
1220	22
1221	0
1222	17
1223	13
1224	34
1225	11
1226	23
1227	28
1228	34
1229	39
1230	46
1231	32
1232	45
1233	20
1234	34
1235	11
1236	11
1237	34
1238	15
1239	11
1240	32
1241	8
1242	40
1243	18
1244	47
1245	24
1246	34
1247	23
1248	20
1249	11
1250	0
1251	41
1252	31
1253	37
1254	32
1255	31
1256	20
1257	34
1258	45
1259	44
1260	22
1261	42
1262	32
1263	44
1264	32
1265	6
1266	46
1267	16
1268	0
1269	11
1270	49
1271	9
1272	29
1273	29
1274	31
1275	7
1276	11
1277	47
1278	15
1279	0
1280	23
1281	34
1282	20
1283	8
1284	36
1285	34
1286	15
1287	41
1288	47
1289	0
1290	8
1291	20
1292	0
1293	49
1294	34
1295	0
1296	26
1297	4
1298	28
1299	37
1300	25
1301	45
1302	21
1303	22
1304	11
1305	21
1306	20
1307	35
1308	11
1309	11
1310	22
1311	35
1312	34
1313	37
1314	41
1315	11
1316	30
1317	11
1318	11
1319	22
1320	46
1321	29
1322	41
1323	17
1324	25
1325	0
1326	45
1327	3
1328	39
1329	31
1330	17
1331	34
1332	21
1333	23
1334	17
1335	34
1336	20
1337	10
1338	42
1339	28
1340	11
1341	45
1342	29
1343	35
1344	42
1345	11
1346	42
1347	37
1348	47
1349	15
1350	20
1351	31
1352	34
1353	26
1354	31
1355	2
1356	20
1357	3
1358	0
1359	15
1360	17
1361	35
1362	11
1363	31
1364	45
1365	15
1366	38
1367	31
1368	25
1369	47
1370	34
1371	20
1372	47
1373	41
1374	0
1375	15
1376	10
1377	31
1378	11
1379	3
1380	0
1381	34
1382	33
1383	20
1384	34
1385	41
1386	17
1387	45
1388	21
1389	12
1390	42
1391	38
1392	46
1393	11
1394	28
1395	16
1396	31
1397	34
1398	26
1399	15
1400	7
1401	15
1402	47
1403	41
1404	31
1405	34
1406	32
1407	47
1408	46
1409	20
1410	0
1411	11
1412	16
1413	45
1414	16
1415	11
1416	11
1417	10
1418	11
1419	28
1420	32
1421	1
1422	23
1423	11
1424	33
1425	26
1426	2
1427	20
1428	11
1429	32
1430	34
1431	20
1432	20
1433	20
1434	34
1435	0
1436	16
1437	34
1438	34
1439	46
1440	0
1441	35
1442	31
1443	34
1444	11
1445	41
1446	44
1447	30
1448	13
1449	0
1450	14
1451	11
1452	11
1453	11
1454	0
1455	11
1456	18
1457	46
1458	34
1459	11
1460	34
1461	20
1462	37
1463	3
1464	13
1465	48
1466	0
1467	3
1468	34
1469	38
1470	34
1471	10
1472	35
1473	35
1474	23
1475	37
1476	34
1477	34
1478	34
1479	11
1480	46
1481	34
1482	22
1483	8
1484	34
1485	20
1486	11
1487	20
1488	17
1489	10
1490	32
1491	15
1492	34
1493	47
1494	0
1495	38
1496	10
1497	16
1498	2
1499	42
1500	12
1501	2
1502	28
1503	20
1504	43
1505	35
1506	41
1507	34
1508	2
1509	34
1510	41
1511	34
1512	17
1513	46
1514	20
1515	2
1516	0
1517	45
1518	23
1519	20
1520	0
1521	47
1522	35
1523	48
1524	7
1525	34
1526	23
1527	47
1528	11
1529	21
1530	34
1531	15
1532	20
1533	34
1534	34
1535	45
1536	20
1537	37
1538	34
1539	46
1540	31
1541	39
1542	3
1543	2
1544	7
1545	12
1546	41
1547	0
1548	11
1549	0
1550	17
1551	8
1552	34
1553	34
1554	46
1555	16
1556	45
1557	45
1558	34
1559	22
1560	46
1561	11
1562	23
1563	45
1564	0
1565	11
1566	7
1567	20
1568	41
1569	31
1570	32
1571	11
1572	11
1573	34
1574	45
1575	34
1576	46
1577	45
1578	44
1579	34
1580	34
1581	11
1582	11
1583	26
1584	42
1585	21
1586	18
1587	31
1588	35
1589	20
1590	1
1591	40
1592	15
1593	41
1594	46
1595	11
1596	46
1597	22
1598	9
1599	1
1600	2
1601	32
1602	0
1603	34
1604	6
1605	2
1606	41
1607	34
1608	8
1609	20
1610	25
1611	11
1612	30
1613	11
1614	11
1615	2
1616	2
1617	41
1618	34
1619	31
1620	11
1621	34
1622	35
1623	10
1624	11
1625	32
1626	11
1627	33
1628	45
1629	11
1630	49
1631	43
1632	11
1633	37
1634	30
1635	23
1636	45
1637	0
1638	24
1639	45
1640	15
1641	31
1642	28
1643	20
1644	9
1645	11
1646	24
1647	41
1648	7
1649	28
1650	11
1651	11
1652	34
1653	31
1654	2
1655	11
1656	20
1657	28
1658	11
1659	0
1660	34
1661	20
1662	23
1663	11
1664	47
1665	48
1666	1
1667	31
1668	34
1669	23
1670	13
1671	47
1672	47
1673	34
1674	39
1675	19
1676	20
1677	47
1678	23
1679	27
1680	22
1681	31
1682	35
1683	23
1684	8
1685	11
1686	49
1687	37
1688	3
1689	15
1690	20
1691	43
1692	40
1693	25
1694	38
1695	39
1696	6
1697	5
1698	29
1699	11
1700	18
1701	42
1702	20
1703	20
1704	0
1705	17
1706	15
1707	34
1708	37
1709	0
1710	11
1711	6
1712	11
1713	49
1714	34
1715	42
1716	40
1717	0
1718	11
1719	0
1720	11
1721	22
1722	35
1723	2
1724	20
1725	3
1726	4
1727	20
1728	11
1729	11
1730	34
1731	0
1732	25
1733	7
1734	34
1735	47
1736	24
1737	0
1738	0
1739	31
1740	21
1741	45
1742	35
1743	49
1744	45
1745	28
1746	11
1747	29
1748	7
1749	34
1750	34
1751	21
1752	16
1753	11
1754	37
1755	20
1756	12
1757	18
1758	2
1759	0
1760	11
1761	47
1762	20
1763	24
1764	15
1765	11
1766	8
1767	7
1768	0
1769	20
1770	45
1771	34
1772	23
1773	11
1774	16
1775	2
1776	31
1777	12
1778	37
1779	16
1780	45
1781	34
1782	11
1783	20
1784	20
1785	20
1786	34
1787	11
1788	23
1789	12
1790	41
1791	20
1792	26
1793	2
1794	20
1795	17
1796	17
1797	31
1798	23
1799	48
1800	34
1801	43
1802	48
1803	35
1804	28
1805	48
1806	48
1807	11
1808	34
1809	11
1810	34
1811	21
1812	11
1813	20
1814	45
1815	47
1816	35
1817	20
1818	22
1819	26
1820	11
1821	23
1822	34
1823	15
1824	37
1825	45
1826	0
1827	15
1828	11
1829	45
1830	15
1831	34
1832	15
1833	45
1834	30
1835	33
1836	44
1837	11
1838	3
1839	34
1840	15
1841	44
1842	41
1843	11
1844	23
1845	23
1846	31
1847	34
1848	20
1849	47
1850	46
1851	45
1852	49
1853	15
1854	45
1855	22
1856	45
1857	35
1858	31
1859	28
1860	1
1861	34
1862	17
1863	11
1864	32
1865	2
1866	34
1867	31
1868	31
1869	10
1870	46
1871	34
1872	2
1873	7
1874	1
1875	20
1876	34
1877	45
1878	26
1879	30
1880	0
1881	16
1882	17
1883	14
1884	45
1885	20
1886	47
1887	11
1888	6
1889	16
1890	28
1891	34
1892	11
1893	17
1894	46
1895	43
1896	13
1897	34
1898	14
1899	11
1900	38
1901	2
1902	28
1903	39
1904	31
1905	34
1906	11
1907	37
1908	0
1909	11
1910	34
1911	16
1912	45
1913	34
1914	34
1915	40
1916	35
1917	11
1918	11
1919	12
1920	45
1921	26
1922	20
1923	0
1924	16
1925	33
1926	11
1927	48
1928	11
1929	38
1930	20
1931	23
1932	11
1933	34
1934	11
1935	11
1936	16
1937	35
1938	16
1939	46
1940	4
1941	11
1942	33
1943	23
1944	11
1945	34
1946	16
1947	3
1948	2
1949	35
1950	0
1951	46
1952	20
1953	32
1954	34
1955	20
1956	31
1957	6
1958	7
1959	8
1960	47
1961	32
1962	23
1963	11
1964	20
1965	31
1966	11
1967	48
1968	24
1969	34
1970	0
1971	46
1972	34
1973	33
1974	0
1975	42
1976	31
1977	42
1978	11
1979	5
1980	31
1981	42
1982	4
1983	28
1984	3
1985	34
1986	20
1987	13
1988	34
1989	34
1990	0
1991	0
1992	34
1993	0
1994	37
1995	48
1996	0
1997	29
1998	35
1999	15
2000	34
2001	17
2002	20
2003	45
2004	0
2005	11
2006	31
2007	16
2008	23
2009	28
2010	9
2011	38
2012	47
2013	47
2014	24
2015	1
2016	42
2017	29
2018	34
2019	25
2020	3
2021	48
2022	26
2023	42
2024	3
2025	41
2026	32
2027	34
2028	42
2029	13
2030	41
2031	45
2032	11
2033	34
2034	49
2035	31
2036	11
2037	13
2038	41
2039	34
2040	33
2041	38
2042	11
2043	34
2044	11
2045	23
2046	8
2047	20
2048	31
2049	8
2050	2
2051	11
2052	11
2053	39
2054	22
2055	28
2056	0
2057	0
2058	16
2059	42
2060	11
2061	23
2062	24
2063	43
2064	23
2065	20
2066	7
2067	22
2068	7
2069	32
2070	49
2071	17
2072	33
2073	20
2074	34
2075	0
2076	6
2077	37
2078	47
2079	31
2080	11
2081	37
2082	23
2083	8
2084	37
2085	34
2086	0
2087	1
2088	7
2089	10
2090	22
2091	13
2092	20
2093	7
2094	20
2095	22
2096	37
2097	48
2098	34
2099	9
2100	47
2101	8
2102	35
2103	11
2104	25
2105	32
2106	34
2107	20
2108	28
2109	22
2110	11
2111	0
2112	20
2113	2
2114	23
2115	19
2116	31
2117	46
2118	16
2119	3
2120	7
2121	16
2122	11
2123	33
2124	38
2125	45
2126	37
2127	11
2128	38
2129	11
2130	48
2131	11
2132	11
2133	0
2134	34
2135	42
2136	47
2137	20
2138	31
2139	43
2140	34
2141	23
2142	47
2143	34
2144	38
2145	47
2146	23
2147	9
2148	0
2149	34
2150	11
2151	11
2152	26
2153	31
2154	34
2155	38
2156	46
2157	46
2158	34
2159	11
2160	23
2161	49
2162	3
2163	1
2164	39
2165	2
2166	45
2167	8
2168	34
2169	46
2170	41
2171	16
2172	8
2173	15
2174	38
2175	16
2176	16
2177	32
2178	23
2179	10
2180	14
2181	11
2182	34
2183	34
2184	29
2185	10
2186	42
2187	46
2188	20
2189	15
2190	20
2191	3
2192	20
2193	45
2194	10
2195	20
2196	23
2197	20
2198	0
2199	20
2200	47
2201	0
2202	12
2203	11
2204	16
2205	42
2206	34
2207	32
2208	11
2209	11
2210	43
2211	0
2212	34
2213	37
2214	15
2215	11
2216	11
2217	34
2218	32
2219	20
2220	32
2221	42
2222	39
2223	45
2224	1
2225	45
2226	47
2227	47
2228	34
2229	23
2230	43
2231	26
2232	42
2233	11
2234	37
2235	37
2236	18
2237	0
2238	10
2239	22
2240	7
2241	9
2242	41
2243	13
2244	11
2245	46
2246	43
2247	31
2248	45
2249	0
2250	40
2251	11
2252	20
2253	3
2254	49
2255	37
2256	11
2257	9
2258	40
2259	34
2260	32
2261	10
2262	48
2263	9
2264	10
2265	15
2266	31
2267	34
2268	11
2269	47
2270	21
2271	46
2272	45
2273	20
2274	34
2275	15
2276	11
2277	20
2278	1
2279	23
2280	41
2281	10
2282	34
2283	47
2284	0
2285	34
2286	20
2287	43
2288	20
2289	37
2290	45
2291	34
2292	40
2293	7
2294	34
2295	34
2296	31
2297	23
2298	45
2299	47
2300	34
2301	10
2302	21
2303	19
2304	0
2305	31
2306	32
2307	45
2308	37
2309	41
2310	34
2311	11
2312	45
2313	34
2314	11
2315	46
2316	0
2317	11
2318	45
2319	0
2320	42
2321	23
2322	28
2323	41
2324	11
2325	20
2326	20
2327	11
2328	11
2329	47
2330	23
2331	31
2332	23
2333	9
2334	7
2335	11
2336	47
2337	16
2338	34
2339	33
2340	20
2341	31
2342	11
2343	3
2344	34
2345	45
2346	20
2347	35
2348	7
2349	42
2350	46
2351	11
2352	46
2353	45
2354	7
2355	11
2356	11
2357	34
2358	34
2359	31
2360	11
2361	0
2362	20
2363	11
2364	31
2365	20
2366	20
2367	17
2368	45
2369	7
2370	20
2371	15
2372	11
2373	48
2374	34
2375	18
2376	45
2377	42
2378	20
2379	26
2380	11
2381	0
2382	12
2383	20
2384	34
2385	45
2386	23
2387	20
2388	40
2389	37
2390	23
2391	34
2392	16
2393	47
2394	2
2395	0
2396	31
2397	15
2398	11
2399	20
2400	47
2401	1
2402	22
2403	46
2404	31
2405	37
2406	17
2407	20
2408	46
2409	7
2410	1
2411	34
2412	11
2413	26
2414	34
2415	34
2416	31
2417	11
2418	6
2419	47
2420	47
2421	34
2422	31
2423	3
2424	45
2425	31
2426	37
2427	37
2428	2
2429	20
2430	34
2431	45
2432	20
2433	20
2434	22
2435	6
2436	45
2437	42
2438	20
2439	11
2440	11
2441	11
2442	11
2443	20
2444	10
2445	6
2446	20
2447	15
2448	20
2449	11
2450	45
2451	45
2452	6
2453	38
2454	47
2455	32
2456	39
2457	3
2458	42
2459	45
2460	42
2461	49
2462	47
2463	31
2464	40
2465	35
2466	20
2467	38
2468	45
2469	11
2470	34
2471	28
2472	20
2473	0
2474	34
2475	31
2476	7
2477	43
2478	20
2479	20
2480	17
2481	34
2482	31
2483	12
2484	32
2485	17
2486	31
2487	11
2488	9
2489	11
2490	47
2491	37
2492	45
2493	11
2494	11
2495	16
2496	41
2497	31
2498	11
2499	3
2500	41
2501	11
2502	35
2503	28
2504	20
2505	46
2506	5
2507	20
2508	20
2509	45
2510	20
2511	34
2512	23
2513	34
2514	45
2515	34
2516	11
2517	20
2518	45
2519	31
2520	47
2521	47
2522	49
2523	34
2524	34
2525	17
2526	20
2527	34
2528	4
2529	11
2530	11
2531	34
2532	37
2533	34
2534	31
2535	34
2536	25
2537	34
2538	47
2539	32
2540	37
2541	11
2542	31
2543	14
2544	23
2545	7
2546	17
2547	20
2548	11
2549	7
2550	0
2551	37
2552	20
2553	0
2554	17
2555	11
2556	0
2557	20
2558	48
2559	20
2560	23
2561	2
2562	11
2563	42
2564	9
2565	38
2566	28
2567	20
2568	34
2569	23
2570	47
2571	28
2572	22
2573	31
2574	10
2575	10
2576	11
2577	31
2578	7
2579	0
2580	13
2581	34
2582	12
2583	11
2584	46
2585	31
2586	20
2587	34
2588	16
2589	22
2590	47
2591	1
2592	16
2593	45
2594	3
2595	20
2596	31
2597	20
2598	38
2599	0
2600	34
2601	11
2602	0
2603	23
2604	28
2605	7
2606	7
2607	16
2608	16
2609	34
2610	25
2611	34
2612	11
2613	20
2614	0
2615	31
2616	23
2617	11
2618	46
2619	3
2620	2
2621	11
2622	11
2623	25
2624	45
2625	34
2626	40
2627	41
2628	39
2629	0
2630	7
2631	11
2632	34
2633	8
2634	11
2635	15
2636	0
2637	28
2638	0
2639	11
2640	6
2641	15
2642	16
2643	20
2644	9
2645	20
2646	11
2647	31
2648	35
2649	31
2650	47
2651	31
2652	34
2653	15
2654	20
2655	42
2656	0
2657	0
2658	16
2659	20
2660	37
2661	31
2662	42
2663	1
2664	4
2665	15
2666	34
2667	49
2668	46
2669	16
2670	11
2671	45
2672	11
2673	41
2674	20
2675	16
2676	20
2677	45
2678	25
2679	46
2680	49
2681	20
2682	12
2683	32
2684	49
2685	11
2686	34
2687	42
2688	49
2689	31
2690	25
2691	42
2692	41
2693	45
2694	7
2695	11
2696	34
2697	31
2698	7
2699	32
2700	47
2701	11
2702	31
2703	7
2704	34
2705	20
2706	11
2707	11
2708	11
2709	11
2710	11
2711	47
2712	11
2713	11
2714	45
2715	34
2716	34
2717	37
2718	41
2719	34
2720	34
2721	34
2722	23
2723	42
2724	20
2725	46
2726	47
2727	45
2728	45
2729	38
2730	25
2731	45
2732	41
2733	37
2734	11
2735	7
2736	32
2737	15
2738	11
2739	10
2740	0
2741	45
2742	48
2743	11
2744	38
2745	31
2746	49
2747	38
2748	35
2749	8
2750	37
2751	8
2752	29
2753	37
2754	34
2755	39
2756	17
2757	0
2758	34
2759	31
2760	21
2761	45
2762	11
2763	13
2764	38
2765	46
2766	11
2767	46
2768	46
2769	45
2770	2
2771	22
2772	41
2773	26
2774	11
2775	26
2776	24
2777	41
2778	17
2779	0
2780	25
2781	0
2782	45
2783	32
2784	31
2785	25
2786	32
2787	17
2788	22
2789	22
2790	31
2791	42
2792	27
2793	17
2794	47
2795	42
2796	34
2797	7
2798	34
2799	0
2800	0
2801	23
2802	46
2803	10
2804	7
2805	45
2806	17
2807	22
2808	49
2809	9
2810	34
2811	42
2812	11
2813	3
2814	0
2815	20
2816	2
2817	28
2818	11
2819	43
2820	34
2821	20
2822	34
2823	48
2824	17
2825	17
2826	11
2827	0
2828	11
2829	23
2830	23
2831	17
2832	34
2833	11
2834	34
2835	11
2836	32
2837	7
2838	34
2839	2
2840	18
2841	23
2842	11
2843	15
2844	47
2845	23
2846	35
2847	22
2848	16
2849	11
2850	11
2851	35
2852	23
2853	8
2854	0
2855	31
2856	39
2857	20
2858	32
2859	13
2860	34
2861	46
2862	0
2863	34
2864	47
2865	49
2866	11
2867	22
2868	11
2869	23
2870	11
2871	33
2872	49
2873	7
2874	47
2875	10
2876	20
2877	21
2878	34
2879	28
2880	0
2881	0
2882	0
2883	11
2884	49
2885	45
2886	12
2887	39
2888	16
2889	3
2890	20
2891	47
2892	34
2893	3
2894	44
2895	48
2896	46
2897	46
2898	12
2899	12
2900	40
2901	34
2902	2
2903	0
2904	22
2905	45
2906	39
2907	11
2908	27
2909	47
2910	0
2911	11
2912	8
2913	7
2914	46
2915	41
2916	31
2917	18
2918	22
2919	11
2920	47
2921	47
2922	20
2923	0
2924	11
2925	32
2926	45
2927	25
2928	25
2929	11
2930	32
2931	20
2932	32
2933	9
2934	35
2935	31
2936	15
2937	9
2938	49
2939	20
2940	1
2941	17
2942	22
2943	49
2944	23
2945	46
2946	34
2947	20
2948	20
2949	23
2950	16
2951	0
2952	34
2953	46
2954	11
2955	46
2956	34
2957	0
2958	31
2959	20
2960	17
2961	31
2962	7
2963	34
2964	9
2965	40
2966	2
2967	2
2968	37
2969	11
2970	42
2971	0
2972	32
2973	17
2974	35
2975	11
2976	17
2977	0
2978	15
2979	0
2980	11
2981	45
2982	11
2983	20
2984	18
2985	0
2986	0
2987	35
2988	40
2989	31
2990	11
2991	35
2992	38
2993	39
2994	48
2995	49
